Employee_ID,Name,Highest_Degree,Skill,Work_Experience,Experience,Role,Certifications,Location
E7336,whitney orr,Master,"['javascript', 'css', 'react', 'html', 'java', 'python']",13,Senior-level,DevOps Engineer,"['Advanced Python', 'Java Certification', 'Python Certification']",port george
E1902,christopher johnson,Master,"['html', 'react', 'javascript', 'css']",3,Entry-level,Product Manager,"['React Native Development', 'React Certification', 'CSS Certification']",marshallton
E3743,elizabeth hubbard,Master,"['java', 'javascript', 'css', 'html', 'react', 'python']",1,Entry-level,Web Developer,"['Advanced CSS', 'Java Certification', 'Web Design Fundamentals']",west joshua
E9643,samuel landry,Ph.D.,"['css', 'react', 'python']",1,Entry-level,Data Scientist,"['React Native Development', 'Advanced CSS', 'Python Certification']",north codyville
E5118,justin douglas,Master,"['html', 'react']",13,Senior-level,Software Engineer,"['Web Design Fundamentals', 'React Native Development', 'HTML Certification']",east travis
E937,brian cole,Master,"['java', 'react', 'css', 'javascript', 'html']",9,Mid-level,Web Developer,"['React Certification', 'HTML Certification', 'React Certification']",west richard
E9514,olivia gonzalez,Master,"['css', 'javascript', 'python']",7,Mid-level,Product Manager,"['CSS Certification', 'JavaScript Certification', 'Advanced CSS']",blackshire
E6456,paul jenkins,Bachelor,"['css', 'react', 'java', 'python']",9,Mid-level,Web Developer,"['Advanced Python', 'Python Certification', 'Java Certification']",lake patriciafurt
E2941,james wu,Master,['javascript'],8,Mid-level,UI/UX Designer,"['React Certification', 'JavaScript Certification']",kevinport
E868,maria hubbard,Bachelor,"['python', 'html']",8,Mid-level,Product Manager,"['HTML Certification', 'Web Design Fundamentals', 'Python Certification']",jillianberg
E9926,sarah schroeder,Ph.D.,"['python', 'css', 'java', 'html', 'react', 'javascript']",8,Mid-level,Data Scientist,"['Python Certification', 'HTML Certification', 'React Certification']",north tonyabury
E8709,patricia rodriguez,Ph.D.,"['css', 'java', 'react', 'javascript']",1,Entry-level,Product Manager,"['Java EE', 'React Certification', 'Advanced CSS']",jesseville
E6021,michael jones,Bachelor,['java'],4,Entry-level,Web Developer,"['Java Certification', 'Java EE']",ricardofort
E4636,henry ferguson,Master,"['html', 'react', 'javascript', 'css', 'java']",12,Senior-level,Software Engineer,"['Advanced CSS', 'React Native Development', 'React Certification']",east victor
E2217,stephen brown,Master,"['css', 'html']",5,Mid-level,Web Developer,"['HTML Certification', 'Web Design Fundamentals', 'Advanced CSS']",port vanessatown
E4822,karen miles,Bachelor,['python'],13,Senior-level,Product Manager,"['Python Certification', 'Advanced Python']",cardenasstad
E5252,isabella johnson,Master,"['javascript', 'html', 'python', 'java', 'css']",14,Senior-level,UI/UX Designer,"['CSS Certification', 'Advanced CSS', 'HTML Certification']",aguilarbury
E7924,erica blanchard,Bachelor,['python'],7,Mid-level,DevOps Engineer,"['Python Certification', 'Advanced Python']",port sue
E581,frank jones,Bachelor,"['javascript', 'python']",7,Mid-level,UI/UX Designer,"['React Certification', 'Python Certification', 'Advanced Python']",port chrisside
E772,john perez,Ph.D.,['html'],10,Senior-level,DevOps Engineer,"['HTML Certification', 'Web Design Fundamentals']",port christine
E438,luke lopez,Bachelor,"['javascript', 'html', 'java']",11,Senior-level,Product Manager,"['Java EE', 'React Certification', 'HTML Certification']",west lisaside
E618,sheila jones,Master,"['java', 'python']",3,Entry-level,Data Scientist,"['Java Certification', 'Python Certification', 'Java EE']",port glennside
E4475,andrew andrews,Master,['java'],15,Senior-level,Data Scientist,"['Java Certification', 'Java EE']",south craigtown
E2636,william cochran,Ph.D.,"['html', 'java', 'python', 'javascript', 'react']",2,Entry-level,Product Manager,"['Java Certification', 'JavaScript Certification', 'Java EE']",south charles
E8737,brittany quinn,Bachelor,"['java', 'css', 'html', 'python', 'react']",9,Mid-level,Web Developer,"['React Native Development', 'HTML Certification', 'Java EE']",west susantown
E4806,bernard ibarra,Ph.D.,"['css', 'python', 'javascript']",4,Entry-level,UI/UX Designer,"['Advanced Python', 'Advanced CSS', 'JavaScript Certification']",coreymouth
E9498,sharon flores,Master,['java'],8,Mid-level,Data Scientist,"['Java Certification', 'Java EE']",port kenneth
E973,mark nelson,Ph.D.,"['java', 'html', 'react', 'javascript', 'python']",11,Senior-level,UI/UX Designer,"['React Certification', 'React Native Development', 'Advanced Python']",clarkbury
E6991,robert wyatt,Bachelor,"['html', 'css', 'javascript', 'react', 'java', 'python']",12,Senior-level,Product Manager,"['Python Certification', 'React Certification', 'React Certification']",davidbury
E9451,christopher nelson,Master,"['react', 'css', 'java', 'html', 'python']",15,Senior-level,Web Developer,"['React Native Development', 'HTML Certification', 'Java Certification']",east jessica
E6212,cindy wilcox,Bachelor,"['java', 'python', 'react']",2,Entry-level,Data Scientist,"['Advanced Python', 'Java Certification', 'Python Certification']",south chelsey
E4265,richard chambers,Master,"['html', 'javascript', 'react', 'java', 'python', 'css']",14,Senior-level,DevOps Engineer,"['HTML Certification', 'JavaScript Certification', 'Python Certification']",port javierhaven
E7966,mitchell gibson,Bachelor,"['css', 'html', 'python', 'javascript']",14,Senior-level,Web Developer,"['Python Certification', 'JavaScript Certification', 'Web Design Fundamentals']",gabrielshire
E3999,john davis,Master,"['html', 'css', 'java', 'react', 'python', 'javascript']",6,Mid-level,Product Manager,"['Python Certification', 'React Certification', 'HTML Certification']",east alexishaven
E8798,diane thompson,Master,"['javascript', 'css', 'python', 'java']",6,Mid-level,Product Manager,"['Java EE', 'Python Certification', 'Advanced Python']",east anthony
E4683,kathy byrd,Master,"['html', 'java', 'python']",2,Entry-level,Web Developer,"['Java Certification', 'HTML Certification', 'Python Certification']",dennisstad
E48,melanie sullivan,Bachelor,"['react', 'python', 'java', 'html', 'javascript', 'css']",10,Senior-level,UI/UX Designer,"['Python Certification', 'CSS Certification', 'React Native Development']",leblancfort
E4465,brenda hayes,Master,"['python', 'react', 'javascript', 'html', 'java', 'css']",8,Mid-level,Software Engineer,"['React Certification', 'Web Design Fundamentals', 'React Certification']",lake scott
E9084,gary lamb,Ph.D.,"['html', 'css', 'react', 'java', 'python', 'javascript']",1,Entry-level,Data Scientist,"['React Certification', 'CSS Certification', 'Python Certification']",port steve
E9382,andrew flores,Master,['react'],6,Mid-level,UI/UX Designer,"['React Native Development', 'React Certification']",port patrick
E8980,jeffrey spencer,Ph.D.,"['css', 'javascript', 'java', 'python', 'html']",6,Mid-level,DevOps Engineer,"['Java Certification', 'Advanced CSS', 'Java EE']",brownmouth
E2553,steven schaefer,Master,"['javascript', 'java', 'react', 'python', 'html']",2,Entry-level,Web Developer,"['JavaScript Certification', 'Python Certification', 'React Native Development']",west calebville
E6876,thomas cooper,Ph.D.,"['css', 'javascript']",8,Mid-level,Software Engineer,"['JavaScript Certification', 'Advanced CSS', 'CSS Certification']",east bradview
E2873,david walters,Ph.D.,"['html', 'java', 'css', 'javascript']",12,Senior-level,Web Developer,"['Java Certification', 'Advanced CSS', 'React Certification']",elizabethshire
E8371,nicholas brown,Master,"['css', 'react', 'html', 'javascript']",14,Senior-level,Web Developer,"['HTML Certification', 'React Certification', 'React Native Development']",finleyhaven
E5325,kenneth foster,Ph.D.,"['css', 'python', 'html']",5,Mid-level,Product Manager,"['HTML Certification', 'Python Certification', 'CSS Certification']",port sandra
E3099,jonathan prince,Master,"['java', 'python', 'html', 'css']",9,Mid-level,UI/UX Designer,"['Java Certification', 'CSS Certification', 'HTML Certification']",carlsonchester
E9501,erica byrd,Bachelor,"['css', 'java', 'html']",6,Mid-level,Web Developer,"['Java EE', 'HTML Certification', 'Advanced CSS']",north jessicashire
E5755,vanessa rhodes,Master,"['javascript', 'react', 'css', 'html']",10,Senior-level,Data Scientist,"['CSS Certification', 'HTML Certification', 'Advanced CSS']",ellenstad
E1254,jennifer reyes,Master,['javascript'],11,Senior-level,Web Developer,"['JavaScript Certification', 'React Certification']",north christopherland
E6612,suzanne padilla,Bachelor,"['react', 'java', 'html', 'css', 'javascript', 'python']",2,Entry-level,Web Developer,"['Java Certification', 'React Native Development', 'Web Design Fundamentals']",new gina
E9728,yvonne lewis,Bachelor,"['python', 'java', 'javascript', 'react', 'css']",11,Senior-level,UI/UX Designer,"['React Native Development', 'Advanced Python', 'CSS Certification']",lake michael
E112,kevin moody,Master,"['react', 'python', 'css', 'java', 'javascript']",9,Mid-level,Web Developer,"['JavaScript Certification', 'CSS Certification', 'Advanced CSS']",port patrickville
E8085,stacy lopez,Bachelor,['java'],5,Mid-level,UI/UX Designer,"['Java Certification', 'Java EE']",port patrickland
E8677,jennifer pearson,Bachelor,"['react', 'javascript', 'python', 'css', 'java', 'html']",4,Entry-level,UI/UX Designer,"['Advanced CSS', 'Java Certification', 'CSS Certification']",north lauren
E5245,adam martin,Master,"['javascript', 'java', 'css']",10,Senior-level,Web Developer,"['React Certification', 'Java EE', 'CSS Certification']",joneston
E6415,daniel soto,Bachelor,"['react', 'python', 'javascript', 'java', 'css', 'html']",1,Entry-level,Product Manager,"['Python Certification', 'React Certification', 'JavaScript Certification']",laurenport
E7058,mark brown,Master,"['css', 'python', 'java', 'html', 'react', 'javascript']",1,Entry-level,UI/UX Designer,"['React Certification', 'Java EE', 'Advanced Python']",brianberg
E7198,jeffrey ayala,Bachelor,"['html', 'java', 'python', 'css']",13,Senior-level,DevOps Engineer,"['Python Certification', 'Advanced Python', 'CSS Certification']",brownmouth
E3606,jessica simmons,Master,"['javascript', 'java', 'react', 'html', 'python']",13,Senior-level,UI/UX Designer,"['React Certification', 'HTML Certification', 'React Certification']",east gregorystad
E8016,justin brown,Bachelor,"['python', 'css']",14,Senior-level,Software Engineer,"['Python Certification', 'Advanced Python', 'Advanced CSS']",victoriahaven
E1874,paul johnson,Master,"['python', 'react', 'html', 'css']",15,Senior-level,Web Developer,"['Web Design Fundamentals', 'Advanced Python', 'HTML Certification']",jessicashire
E7363,dr. isaac mcbride,Bachelor,"['javascript', 'python', 'html']",4,Entry-level,Data Scientist,"['HTML Certification', 'Advanced Python', 'React Certification']",east michelle
E1181,patrick morris,Ph.D.,"['css', 'html', 'python', 'java', 'react']",14,Senior-level,UI/UX Designer,"['Java EE', 'Web Design Fundamentals', 'Python Certification']",michelleburgh
E909,lori jones,Bachelor,"['javascript', 'python', 'react', 'html']",13,Senior-level,UI/UX Designer,"['Web Design Fundamentals', 'Python Certification', 'HTML Certification']",north alishaview
E8532,andrew barber,Master,"['javascript', 'java', 'python', 'react', 'html']",7,Mid-level,Software Engineer,"['Python Certification', 'JavaScript Certification', 'Java EE']",carlosborough
E3184,ryan mcintyre,Bachelor,"['react', 'html']",3,Entry-level,Web Developer,"['Web Design Fundamentals', 'React Certification', 'React Native Development']",new samanthatown
E1011,kari noble,Master,['javascript'],13,Senior-level,Web Developer,"['React Certification', 'JavaScript Certification']",north allenburgh
E8091,natalie bauer,Ph.D.,"['react', 'java']",1,Entry-level,UI/UX Designer,"['React Certification', 'React Native Development', 'Java Certification']",lake kyle
E8764,amanda stevens,Ph.D.,"['html', 'python']",11,Senior-level,DevOps Engineer,"['Advanced Python', 'Web Design Fundamentals', 'HTML Certification']",guzmanchester
E6391,dr. courtney bell,Master,['javascript'],13,Senior-level,Software Engineer,"['React Certification', 'JavaScript Certification']",danielbury
E5663,cheryl morales,Bachelor,"['react', 'java', 'css', 'python']",13,Senior-level,Product Manager,"['Advanced Python', 'CSS Certification', 'React Certification']",dominguezshire
E6940,jean castro,Ph.D.,"['javascript', 'css', 'html']",12,Senior-level,Web Developer,"['JavaScript Certification', 'Advanced CSS', 'Web Design Fundamentals']",vaughanborough
E9422,dr. tiffany harris dds,Master,"['javascript', 'python', 'java', 'css', 'react']",15,Senior-level,Web Developer,"['Python Certification', 'Java EE', 'React Certification']",west edward
E3735,robin bender,Bachelor,['css'],11,Senior-level,Software Engineer,"['Advanced CSS', 'CSS Certification']",jaimehaven
E2994,joseph jackson,Master,"['html', 'python', 'javascript', 'java', 'react', 'css']",3,Entry-level,Data Scientist,"['Advanced Python', 'Java EE', 'Python Certification']",lake stephanie
E3024,christopher smith,Bachelor,"['html', 'css', 'python', 'java']",10,Senior-level,Product Manager,"['Python Certification', 'Java Certification', 'CSS Certification']",simpsonfort
E6101,samantha jackson,Bachelor,['java'],8,Mid-level,Product Manager,"['Java Certification', 'Java EE']",parkston
E4814,harry rivera,Ph.D.,"['css', 'javascript', 'html', 'react']",11,Senior-level,Software Engineer,"['React Native Development', 'React Certification', 'JavaScript Certification']",kimmouth
E6458,joseph ward,Ph.D.,['css'],14,Senior-level,Product Manager,"['Advanced CSS', 'CSS Certification']",new sandraport
E3901,david miller,Master,"['css', 'javascript', 'java', 'python', 'html']",9,Mid-level,Web Developer,"['Advanced CSS', 'Advanced Python', 'Python Certification']",garnerburgh
E140,john harris,Ph.D.,"['html', 'python', 'javascript', 'react']",15,Senior-level,DevOps Engineer,"['Advanced Python', 'React Certification', 'Python Certification']",ryanview
E8465,patricia ponce,Bachelor,"['css', 'react', 'java', 'javascript', 'python', 'html']",11,Senior-level,Web Developer,"['Advanced Python', 'Web Design Fundamentals', 'JavaScript Certification']",west ricardo
E7432,tracy mendoza,Bachelor,"['react', 'javascript', 'java', 'html', 'python']",4,Entry-level,DevOps Engineer,"['React Native Development', 'React Certification', 'Python Certification']",justinborough
E3793,michael coleman,Master,"['react', 'html']",8,Mid-level,UI/UX Designer,"['React Certification', 'React Native Development', 'HTML Certification']",reedport
E7379,john palmer,Bachelor,['python'],11,Senior-level,Software Engineer,"['Advanced Python', 'Python Certification']",east angelicabury
E6152,christopher zamora,Bachelor,"['css', 'python']",13,Senior-level,DevOps Engineer,"['CSS Certification', 'Advanced Python', 'Python Certification']",north angelaburgh
E4549,wanda carroll,Ph.D.,"['html', 'python', 'java', 'javascript', 'css']",13,Senior-level,Web Developer,"['JavaScript Certification', 'Web Design Fundamentals', 'React Certification']",justinhaven
E3441,amanda hodges,Ph.D.,"['html', 'css']",9,Mid-level,Software Engineer,"['CSS Certification', 'Web Design Fundamentals', 'Advanced CSS']",robertsonfort
E1053,leonard huber,Ph.D.,"['javascript', 'html', 'python']",15,Senior-level,Web Developer,"['Advanced Python', 'JavaScript Certification', 'HTML Certification']",new rachel
E9084,sarah thomas,Ph.D.,"['html', 'java', 'react']",2,Entry-level,Data Scientist,"['Java Certification', 'Web Design Fundamentals', 'HTML Certification']",north michael
E8282,michael smith,Master,"['react', 'html', 'css', 'python']",7,Mid-level,Product Manager,"['React Native Development', 'Python Certification', 'CSS Certification']",port dale
E5830,erika taylor,Master,['python'],9,Mid-level,Data Scientist,"['Advanced Python', 'Python Certification']",michaelstad
E8812,george evans,Ph.D.,"['javascript', 'css', 'html']",9,Mid-level,Web Developer,"['JavaScript Certification', 'Advanced CSS', 'React Certification']",williammouth
E6794,anthony sanchez,Bachelor,['python'],9,Mid-level,Product Manager,"['Python Certification', 'Advanced Python']",south ronald
E6953,elizabeth kim,Bachelor,"['html', 'react', 'css', 'python']",10,Senior-level,DevOps Engineer,"['CSS Certification', 'Advanced CSS', 'Python Certification']",lake melissa
E3088,natalie washington,Ph.D.,"['javascript', 'css', 'react', 'html', 'java']",14,Senior-level,Product Manager,"['Java EE', 'Java Certification', 'React Certification']",new deborahhaven
E796,juan taylor,Bachelor,"['java', 'html', 'react', 'python', 'css', 'javascript']",1,Entry-level,Product Manager,"['React Certification', 'React Native Development', 'HTML Certification']",jameston
E5232,christine thompson,Ph.D.,"['java', 'css', 'python', 'javascript', 'html', 'react']",12,Senior-level,Data Scientist,"['Advanced CSS', 'React Certification', 'HTML Certification']",new jesusview
E9633,jeremy montgomery,Bachelor,"['react', 'css', 'java', 'html', 'python', 'javascript']",15,Senior-level,UI/UX Designer,"['Python Certification', 'React Certification', 'React Certification']",davisstad
E1389,andrew spence,Bachelor,"['react', 'css', 'javascript', 'java', 'html', 'python']",4,Entry-level,Data Scientist,"['React Certification', 'Advanced Python', 'Python Certification']",west allisonport
E6397,eugene gonzalez,Master,"['python', 'html', 'javascript', 'java', 'css']",10,Senior-level,Web Developer,"['JavaScript Certification', 'Web Design Fundamentals', 'React Certification']",adamhaven
E3803,cynthia martinez,Master,"['python', 'html', 'javascript', 'java', 'react']",13,Senior-level,Software Engineer,"['React Certification', 'React Certification', 'React Native Development']",mcbrideshire
E5610,joseph vega,Master,"['react', 'javascript']",2,Entry-level,DevOps Engineer,"['JavaScript Certification', 'React Certification', 'React Certification']",north peterbury
E8382,cynthia hernandez,Bachelor,"['java', 'javascript', 'react', 'css', 'python', 'html']",1,Entry-level,UI/UX Designer,"['Advanced CSS', 'React Native Development', 'React Certification']",port christinefort
E8543,sarah gallagher,Ph.D.,"['java', 'html', 'react', 'css', 'python', 'javascript']",4,Entry-level,Web Developer,"['Java Certification', 'React Native Development', 'HTML Certification']",harrishaven
E3312,anna richards,Ph.D.,"['javascript', 'python', 'react', 'html', 'css', 'java']",1,Entry-level,Software Engineer,"['JavaScript Certification', 'React Certification', 'Advanced Python']",mileshaven
E6239,ryan martinez,Ph.D.,"['css', 'html']",10,Senior-level,Product Manager,"['Advanced CSS', 'Web Design Fundamentals', 'HTML Certification']",franklinberg
E7340,tina dickerson,Master,['javascript'],9,Mid-level,Data Scientist,"['JavaScript Certification', 'React Certification']",millerberg
E4519,brandon martin,Ph.D.,"['python', 'java', 'css', 'react', 'html']",15,Senior-level,Web Developer,"['Python Certification', 'React Native Development', 'Java EE']",raystad
E9039,judy frey,Master,"['html', 'javascript']",6,Mid-level,Software Engineer,"['React Certification', 'JavaScript Certification', 'Web Design Fundamentals']",new tracy
E8524,jay ward,Ph.D.,"['css', 'javascript', 'python', 'java', 'html', 'react']",7,Mid-level,UI/UX Designer,"['Advanced Python', 'JavaScript Certification', 'HTML Certification']",brandonhaven
E4601,seth anderson,Ph.D.,"['python', 'react', 'java', 'javascript']",11,Senior-level,Product Manager,"['React Certification', 'Python Certification', 'Java Certification']",port kristen
E343,amanda cooper,Ph.D.,"['html', 'css', 'javascript']",8,Mid-level,Web Developer,"['Advanced CSS', 'CSS Certification', 'React Certification']",clarkhaven
E7542,terri ruiz,Ph.D.,"['java', 'html', 'react', 'css', 'python', 'javascript']",3,Entry-level,Product Manager,"['Advanced CSS', 'HTML Certification', 'Java EE']",seanmouth
E8449,david jordan,Bachelor,"['react', 'css', 'javascript', 'python']",5,Mid-level,Web Developer,"['Advanced CSS', 'React Certification', 'CSS Certification']",brittanytown
E815,shelly anderson,Bachelor,"['java', 'python', 'react']",15,Senior-level,UI/UX Designer,"['React Native Development', 'React Certification', 'Advanced Python']",south carol
E1122,madeline jackson,Bachelor,"['python', 'html', 'javascript', 'css', 'java']",13,Senior-level,Data Scientist,"['CSS Certification', 'Python Certification', 'Java Certification']",new christinamouth
E2527,diane briggs md,Master,"['html', 'python', 'react', 'java']",3,Entry-level,Data Scientist,"['Advanced Python', 'HTML Certification', 'React Native Development']",benitezstad
E2700,bethany patterson,Master,"['html', 'css', 'python', 'react']",5,Mid-level,Software Engineer,"['Advanced Python', 'HTML Certification', 'Python Certification']",south anna
E751,william randall,Master,"['python', 'html', 'javascript']",8,Mid-level,Software Engineer,"['JavaScript Certification', 'Advanced Python', 'React Certification']",lake richardmouth
E9674,jeffrey vincent,Bachelor,"['java', 'react', 'css', 'html']",9,Mid-level,Web Developer,"['React Certification', 'Java Certification', 'Java EE']",brianaside
E3279,jordan montoya,Bachelor,"['css', 'html', 'java']",1,Entry-level,DevOps Engineer,"['Java Certification', 'Advanced CSS', 'CSS Certification']",east darrellmouth
E425,gina grimes,Bachelor,"['html', 'react']",6,Mid-level,UI/UX Designer,"['Web Design Fundamentals', 'React Certification', 'React Native Development']",new charles
E7490,joan hughes,Bachelor,"['python', 'javascript', 'css', 'html']",10,Senior-level,DevOps Engineer,"['Advanced CSS', 'React Certification', 'CSS Certification']",stevensonport
E8739,kent navarro,Bachelor,"['html', 'css', 'python']",4,Entry-level,DevOps Engineer,"['Web Design Fundamentals', 'Advanced Python', 'CSS Certification']",port michael
E1531,peggy allen,Bachelor,"['java', 'python', 'javascript']",15,Senior-level,DevOps Engineer,"['Python Certification', 'JavaScript Certification', 'React Certification']",jennifermouth
E7917,andrew white,Ph.D.,"['css', 'javascript', 'react', 'python']",5,Mid-level,Data Scientist,"['Python Certification', 'React Certification', 'JavaScript Certification']",north kristentown
E6820,william larson,Bachelor,"['java', 'javascript', 'python', 'react', 'css']",11,Senior-level,Web Developer,"['Java Certification', 'Advanced CSS', 'Python Certification']",natalieville
E1717,anna tran,Bachelor,"['css', 'react', 'java', 'python', 'html']",8,Mid-level,Data Scientist,"['Advanced CSS', 'Python Certification', 'React Native Development']",andersonbury
E8625,crystal williams,Bachelor,"['css', 'html', 'java', 'python']",3,Entry-level,Software Engineer,"['CSS Certification', 'Java Certification', 'Advanced CSS']",west jenna
E6028,samantha ferguson,Master,['javascript'],14,Senior-level,Web Developer,"['React Certification', 'JavaScript Certification']",new rebecca
E9690,denise greer,Master,['javascript'],3,Entry-level,Product Manager,"['JavaScript Certification', 'React Certification']",briggsland
E8276,ashley rhodes,Ph.D.,['java'],11,Senior-level,Web Developer,"['Java EE', 'Java Certification']",steventown
E6206,joshua ramos,Ph.D.,"['java', 'html', 'react', 'css', 'python', 'javascript']",13,Senior-level,Web Developer,"['Web Design Fundamentals', 'React Certification', 'Advanced CSS']",north debra
E2637,matthew jenkins,Ph.D.,"['python', 'java', 'react', 'html', 'javascript']",10,Senior-level,Data Scientist,"['HTML Certification', 'React Certification', 'Advanced Python']",darrellland
E9650,david burns,Bachelor,"['html', 'css']",15,Senior-level,Web Developer,"['Web Design Fundamentals', 'CSS Certification', 'HTML Certification']",robinsonhaven
E8452,andrew ballard,Master,['css'],14,Senior-level,Web Developer,"['CSS Certification', 'Advanced CSS']",lake breanna
E1142,mary brown,Bachelor,"['java', 'javascript']",13,Senior-level,Software Engineer,"['React Certification', 'Java EE', 'Java Certification']",michaelmouth
E1523,eric davis,Ph.D.,"['java', 'react', 'javascript', 'html', 'python', 'css']",4,Entry-level,Product Manager,"['Python Certification', 'CSS Certification', 'Web Design Fundamentals']",katiemouth
E7229,antonio smith,Master,"['html', 'java']",9,Mid-level,Product Manager,"['HTML Certification', 'Java Certification', 'Java EE']",north rebecca
E4556,jose diaz,Master,"['css', 'python', 'javascript', 'html']",14,Senior-level,Product Manager,"['Advanced CSS', 'Advanced Python', 'Python Certification']",north mercedeston
E6951,jason grimes,Master,"['css', 'java', 'react', 'javascript', 'html']",11,Senior-level,Web Developer,"['CSS Certification', 'React Certification', 'React Certification']",west laurenville
E6637,andrew lucero,Ph.D.,"['javascript', 'html', 'python', 'react']",1,Entry-level,DevOps Engineer,"['HTML Certification', 'React Certification', 'Python Certification']",acostahaven
E9878,ellen franco,Master,"['react', 'css', 'javascript']",14,Senior-level,Web Developer,"['React Certification', 'React Native Development', 'JavaScript Certification']",pollardfurt
E3614,jennifer rivas,Ph.D.,['javascript'],6,Mid-level,Web Developer,"['JavaScript Certification', 'React Certification']",barronton
E7870,mr. victor small,Master,"['react', 'java']",6,Mid-level,UI/UX Designer,"['Java Certification', 'React Certification', 'React Native Development']",south emilyberg
E9826,john trujillo,Master,"['html', 'python', 'javascript']",2,Entry-level,UI/UX Designer,"['HTML Certification', 'JavaScript Certification', 'React Certification']",owenshaven
E7169,troy ward,Ph.D.,"['css', 'python', 'javascript', 'react', 'html', 'java']",9,Mid-level,Data Scientist,"['Python Certification', 'Java Certification', 'Java EE']",south eric
E1905,nicholas flores,Master,"['python', 'react']",11,Senior-level,DevOps Engineer,"['React Certification', 'Advanced Python', 'Python Certification']",south alisonton
E3918,amanda vargas,Ph.D.,"['javascript', 'react', 'java', 'html', 'css', 'python']",6,Mid-level,Software Engineer,"['Advanced Python', 'Java EE', 'Web Design Fundamentals']",south levi
E3579,alex lawrence,Master,"['html', 'react']",5,Mid-level,Product Manager,"['React Certification', 'Web Design Fundamentals', 'React Native Development']",west roberta
E8670,tammy mcdaniel,Master,"['javascript', 'java', 'css', 'html']",13,Senior-level,Software Engineer,"['Java EE', 'JavaScript Certification', 'React Certification']",north taraburgh
E7720,henry thomas,Bachelor,['html'],2,Entry-level,Software Engineer,"['HTML Certification', 'Web Design Fundamentals']",new garyberg
E9524,james mays,Master,"['javascript', 'html', 'java']",8,Mid-level,UI/UX Designer,"['Java EE', 'JavaScript Certification', 'HTML Certification']",elizabethton
E8359,taylor harvey,Master,"['javascript', 'java']",5,Mid-level,DevOps Engineer,"['React Certification', 'Java Certification', 'Java EE']",montoyaburgh
E1360,misty sanders,Master,"['html', 'react', 'python', 'javascript', 'css']",1,Entry-level,Product Manager,"['HTML Certification', 'Advanced Python', 'CSS Certification']",geraldport
E6906,ian sparks,Master,['python'],7,Mid-level,Data Scientist,"['Python Certification', 'Advanced Python']",tammybury
E244,susan mitchell,Bachelor,"['css', 'java', 'react', 'html', 'javascript', 'python']",15,Senior-level,UI/UX Designer,"['Advanced Python', 'JavaScript Certification', 'React Certification']",stephanieland
E8392,paige robinson,Ph.D.,"['javascript', 'react', 'python', 'html', 'java', 'css']",8,Mid-level,UI/UX Designer,"['Advanced CSS', 'Web Design Fundamentals', 'Java EE']",adamsview
E2769,hannah allen,Bachelor,"['javascript', 'css']",2,Entry-level,Software Engineer,"['JavaScript Certification', 'CSS Certification', 'Advanced CSS']",north todd
E3293,johnny faulkner,Master,"['javascript', 'react', 'java', 'css', 'html']",6,Mid-level,DevOps Engineer,"['HTML Certification', 'React Native Development', 'Java Certification']",stevensonport
E2773,joseph foster,Master,"['javascript', 'html']",14,Senior-level,UI/UX Designer,"['HTML Certification', 'React Certification', 'Web Design Fundamentals']",hannatown
E8620,travis cortez,Bachelor,"['javascript', 'react', 'html', 'css']",6,Mid-level,Software Engineer,"['JavaScript Certification', 'CSS Certification', 'HTML Certification']",lake james
E431,lisa booth,Bachelor,"['java', 'html']",13,Senior-level,Product Manager,"['HTML Certification', 'Web Design Fundamentals', 'Java EE']",east samanthaland
E7502,jennifer richardson,Master,"['html', 'java', 'css', 'react']",9,Mid-level,UI/UX Designer,"['Advanced CSS', 'CSS Certification', 'HTML Certification']",east williamside
E344,savannah wyatt,Bachelor,"['javascript', 'css', 'react', 'java', 'python']",12,Senior-level,Data Scientist,"['Advanced CSS', 'CSS Certification', 'Java EE']",reneeshire
E184,christopher gordon,Bachelor,"['react', 'java', 'html', 'javascript']",15,Senior-level,Product Manager,"['HTML Certification', 'React Certification', 'Java Certification']",new judy
E6935,daniel serrano,Ph.D.,['java'],4,Entry-level,Data Scientist,"['Java EE', 'Java Certification']",port roger
E2469,adrian collins,Bachelor,['python'],12,Senior-level,Data Scientist,"['Python Certification', 'Advanced Python']",north chad
E7879,michael zimmerman,Bachelor,"['python', 'java', 'javascript', 'html', 'css']",8,Mid-level,DevOps Engineer,"['HTML Certification', 'JavaScript Certification', 'Web Design Fundamentals']",lake daniel
E5919,jessica miller,Master,"['html', 'react', 'java']",8,Mid-level,Software Engineer,"['Java EE', 'React Native Development', 'HTML Certification']",new beckymouth
E261,kent williams,Master,"['python', 'html', 'css', 'java', 'react', 'javascript']",7,Mid-level,Web Developer,"['Advanced CSS', 'Java Certification', 'Advanced Python']",north andrew
E1008,gabriella chandler,Bachelor,"['css', 'python', 'react', 'javascript', 'java', 'html']",4,Entry-level,Product Manager,"['React Certification', 'HTML Certification', 'Web Design Fundamentals']",smithhaven
E6842,craig burnett,Bachelor,['python'],2,Entry-level,UI/UX Designer,"['Python Certification', 'Advanced Python']",michaelbury
E6735,dennis mann,Bachelor,"['html', 'javascript', 'react']",15,Senior-level,DevOps Engineer,"['React Native Development', 'React Certification', 'React Certification']",browntown
E6038,emily sherman,Master,"['javascript', 'react', 'css', 'html']",7,Mid-level,DevOps Engineer,"['JavaScript Certification', 'CSS Certification', 'React Certification']",kellyhaven
